unix,raw
1789869951.4938657,2026/09/20 10:05:51.537, 76, 2, 152.52, 1965, 45651
1789869951.6939914,2026/09/20 10:05:51.719, 73, 2, 152.56, 1965, 45651
1789869951.8941216,2026/09/20 10:05:51.936, 67, 2, 152.42, 1965, 45651
1789869952.0942545,2026/09/20 10:05:52.138, 70, 2, 152.36, 1965, 45651
1789869952.294411,2026/09/20 10:05:52.319, 69, 2, 152.07, 1965, 45651
1789869952.4945488,2026/09/20 10:05:52.537, 75, 2, 151.89, 1965, 45651
1789869952.694679,2026/09/20 10:05:52.718, 68, 2, 151.63, 1965, 45651
1789869952.8948157,2026/09/20 10:05:52.919, 77, 2, 151.52, 1965, 45651
1789869953.0949514,2026/09/20 10:05:53.174, 68, 2, 151.34, 1965, 45651
1789869953.29509,2026/09/20 10:05:53.354, 73, 2, 151.43, 1965, 45651
1789869953.495218,2026/09/20 10:05:53.540, 69, 2, 151.38, 1965, 45651
1789869953.6953568,2026/09/20 10:05:53.782, 74, 2, 151.40, 1965, 45651
1789869953.895489,2026/09/20 10:05:53.963, 68, 2, 151.29, 1965, 45651
1789869954.0955782,2026/09/20 10:05:54.141, 67, 2, 151.26, 1965, 45651
1789869954.2957184,2026/09/20 10:05:54.340, 68, 2, 151.43, 1965, 45651
1789869954.4958014,2026/09/20 10:05:54.579, 75, 2, 151.21, 1965, 45651
1789869954.6958904,2026/09/20 10:05:54.758, 69, 2, 151.15, 1965, 45651
1789869954.8960528,2026/09/20 10:05:54.940, 69, 2, 151.15, 1965, 45651
1789869955.0961368,2026/09/20 10:05:55.159, 69, 2, 151.06, 1965, 45651
1789869955.2962785,2026/09/20 10:05:55.342, 86, 4, 151.24, 1965, 45651
1789869955.4964252,2026/09/20 10:05:55.540, 0, 0, 150.24, 1965, 45651
1789869955.6965692,2026/09/20 10:05:55.721, 0, 0, 148.87, 1965, 45651
1789869955.8967004,2026/09/20 10:05:55.942, 98, 26, 158.91, 1935, 45651
1789869956.096792,2026/09/20 10:05:56.159, 96, 51, 195.49, 1830, 45651
1789869956.296932,2026/09/20 10:05:56.363, 95, 48, 223.42, 1740, 45651
1789869956.49707,2026/09/20 10:05:56.580, 96, 54, 254.27, 1815, 45651
1789869956.6972332,2026/09/20 10:05:56.758, 96, 31, 280.95, 1905, 45651
1789869956.8973484,2026/09/20 10:05:56.942, 96, 30, 291.45, 1695, 45651
1789869957.0974815,2026/09/20 10:05:57.141, 100, 48, 302.30, 1830, 45651
1789869957.297563,2026/09/20 10:05:57.344, 100, 55, 309.95, 1755, 45651
1789869957.4977124,2026/09/20 10:05:57.543, 100, 50, 311.74, 1695, 45651
1789869957.6977925,2026/09/20 10:05:57.780, 100, 53, 314.19, 1770, 45651
1789869957.8978772,2026/09/20 10:05:57.923, 100, 55, 320.72, 1755, 45651
1789869958.0979612,2026/09/20 10:05:58.158, 100, 55, 326.87, 1740, 45651
1789869958.2980912,2026/09/20 10:05:58.340, 100, 59, 326.99, 1770, 45651
1789869958.498229,2026/09/20 10:05:58.524, 100, 55, 329.92, 1740, 45651
1789869958.6983075,2026/09/20 10:05:58.741, 100, 55, 334.65, 1755, 45651
1789869958.8983915,2026/09/20 10:05:58.941, 100, 57, 338.32, 1740, 45651
1789869959.0984793,2026/09/20 10:05:59.162, 100, 56, 344.19, 1755, 45651
1789869959.2985566,2026/09/20 10:05:59.359, 100, 56, 345.41, 1740, 45651
1789869959.4986434,2026/09/20 10:05:59.558, 100, 57, 345.83, 1740, 45651
1789869959.6987238,2026/09/20 10:05:59.741, 100, 57, 345.99, 1710, 45651
1789869959.8988013,2026/09/20 10:05:59.942, 100, 58, 345.86, 1725, 45651
1789869960.0989478,2026/09/20 10:06:00.164, 100, 57, 345.70, 1725, 45651
1789869960.2990851,2026/09/20 10:06:00.363, 100, 57, 346.23, 1710, 45651
1789869960.499161,2026/09/20 10:06:00.544, 100, 55, 345.38, 1815, 45651
1789869960.6992984,2026/09/20 10:06:00.724, 100, 56, 344.99, 1770, 45651
1789869960.8994243,2026/09/20 10:06:00.986, 1, 0, 311.57, 1950, 45651
1789869961.0995662,2026/09/20 10:06:01.146, 0, 0, 274.94, 1965, 45651
1789869961.2997067,2026/09/20 10:06:01.345, 0, 0, 237.83, 1965, 45651
1789869961.499779,2026/09/20 10:06:01.567, 98, 23, 212.72, 1695, 45651
1789869961.6998641,2026/09/20 10:06:01.766, 96, 47, 200.38, 1860, 45651
1789869961.899946,2026/09/20 10:06:01.947, 96, 49, 208.84, 1695, 45651
1789869962.1000752,2026/09/20 10:06:02.182, 96, 52, 239.48, 1845, 45651
1789869962.3002064,2026/09/20 10:06:02.346, 98, 53, 271.82, 1860, 45651
1789869962.5002894,2026/09/20 10:06:02.525, 96, 35, 281.62, 1965, 45651
1789869962.7004237,2026/09/20 10:06:02.748, 100, 49, 303.56, 1710, 45651
1789869962.9005744,2026/09/20 10:06:02.924, 100, 50, 306.26, 1725, 45651
1789869963.1007116,2026/09/20 10:06:03.145, 100, 53, 311.88, 1710, 45651
1789869963.300845,2026/09/20 10:06:03.383, 100, 49, 311.82, 1845, 45651
1789869963.5009794,2026/09/20 10:06:03.548, 100, 55, 320.43, 1800, 45651
1789869963.7010517,2026/09/20 10:06:03.745, 100, 50, 324.15, 1905, 45651
1789869963.9011934,2026/09/20 10:06:03.926, 100, 54, 325.61, 1845, 45651
1789869964.1013079,2026/09/20 10:06:04.148, 100, 55, 327.46, 1800, 45651
1789869964.3014421,2026/09/20 10:06:04.362, 100, 56, 331.82, 1770, 45651
1789869964.5015202,2026/09/20 10:06:04.545, 100, 57, 334.01, 1755, 45651
1789869964.7015932,2026/09/20 10:06:04.727, 100, 55, 335.88, 1710, 45651
1789869964.9016707,2026/09/20 10:06:04.947, 100, 56, 342.24, 1740, 45651
1789869965.1017601,2026/09/20 10:06:05.137, 100, 57, 343.76, 1725, 45651
1789869965.3018959,2026/09/20 10:06:05.346, 100, 58, 344.47, 1695, 45651
1789869965.5020351,2026/09/20 10:06:05.568, 100, 56, 344.95, 1740, 45651
1789869965.7021081,2026/09/20 10:06:05.726, 100, 58, 344.94, 1800, 45651
1789869965.9021945,2026/09/20 10:06:05.965, 100, 56, 345.36, 1695, 45651
1789869966.1023352,2026/09/20 10:06:06.169, 100, 56, 345.29, 1725, 45651
1789869966.3024223,2026/09/20 10:06:06.328, 100, 55, 345.02, 1800, 45651
1789869966.5025609,2026/09/20 10:06:06.566, 44, 13, 330.22, 1950, 45651
1789869966.702732,2026/09/20 10:06:06.749, 0, 0, 293.69, 1950, 45651
1789869966.902864,2026/09/20 10:06:06.970, 0, 0, 256.46, 1965, 45651
1789869967.1029983,2026/09/20 10:06:07.128, 34, 1, 238.88, 1965, 45651
1789869967.3031595,2026/09/20 10:06:07.328, 98, 25, 214.24, 1860, 45651
1789869967.50329,2026/09/20 10:06:07.567, 96, 52, 205.18, 1845, 45651
1789869967.7034233,2026/09/20 10:06:07.767, 95, 48, 232.30, 1845, 45651
1789869967.9035566,2026/09/20 10:06:07.987, 96, 49, 265.32, 1860, 45651
1789869968.1036887,2026/09/20 10:06:08.166, 96, 14, 286.90, 1965, 45651
1789869968.3038325,2026/09/20 10:06:08.368, 100, 51, 306.44, 1845, 45651
1789869968.5039818,2026/09/20 10:06:08.567, 100, 54, 311.11, 1740, 45651
1789869968.7041287,2026/09/20 10:06:08.772, 100, 50, 313.30, 1755, 45651
1789869968.904277,2026/09/20 10:06:08.970, 100, 50, 313.06, 1830, 45651
1789869969.1044178,2026/09/20 10:06:09.171, 100, 53, 314.21, 1710, 45651
1789869969.304549,2026/09/20 10:06:09.387, 100, 38, 321.44, 1815, 45651
1789869969.5046854,2026/09/20 10:06:09.549, 100, 56, 325.27, 1830, 45651
1789869969.7048287,2026/09/20 10:06:09.786, 100, 55, 329.65, 1770, 45651
1789869969.9049134,2026/09/20 10:06:09.967, 100, 56, 334.21, 1740, 45651
1789869970.1050544,2026/09/20 10:06:10.168, 100, 56, 335.80, 1725, 45651
1789869970.3051894,2026/09/20 10:06:10.366, 100, 57, 339.42, 1725, 45651
1789869970.5052469,2026/09/20 10:06:10.549, 100, 56, 344.00, 1800, 45651
1789869970.705384,2026/09/20 10:06:10.768, 100, 56, 343.69, 1710, 45651
1789869970.9054632,2026/09/20 10:06:10.966, 100, 56, 343.07, 1800, 45651
1789869971.1055973,2026/09/20 10:06:11.166, 100, 56, 342.55, 1815, 45651
1789869971.3057299,2026/09/20 10:06:11.387, 100, 57, 342.56, 1800, 45651
1789869971.5058813,2026/09/20 10:06:11.549, 100, 56, 343.05, 1770, 45651
1789869971.7060156,2026/09/20 10:06:11.766, 100, 56, 343.19, 1785, 45651
1789869971.9061942,2026/09/20 10:06:11.966, 100, 57, 343.47, 1770, 45651
1789869972.1063771,2026/09/20 10:06:12.186, 97, 40, 339.26, 1920, 45651
1789869972.3065112,2026/09/20 10:06:12.390, 0, 0, 303.33, 1950, 45651
1789869972.506645,2026/09/20 10:06:12.570, 0, 0, 267.00, 1950, 45651
1789869972.7067811,2026/09/20 10:06:12.751, 81, 2, 231.00, 1950, 45651
1789869972.906913,2026/09/20 10:06:12.930, 98, 25, 223.45, 1950, 45651
1789869973.1069937,2026/09/20 10:06:13.131, 96, 40, 210.98, 1710, 45651
1789869973.3070753,2026/09/20 10:06:13.366, 96, 48, 226.79, 1860, 45651
1789869973.507213,2026/09/20 10:06:13.550, 96, 49, 259.76, 1725, 45651
1789869973.7073424,2026/09/20 10:06:13.751, 96, 31, 286.81, 1875, 45651
1789869973.9074802,2026/09/20 10:06:13.971, 100, 49, 301.39, 1830, 45651
1789869974.1075952,2026/09/20 10:06:14.131, 100, 49, 307.42, 1845, 45651
1789869974.3077374,2026/09/20 10:06:14.392, 100, 51, 314.24, 1770, 45651
1789869974.507813,2026/09/20 10:06:14.571, 100, 49, 312.41, 1860, 45651
1789869974.7079463,2026/09/20 10:06:14.770, 100, 53, 314.32, 1755, 45651
1789869974.908096,2026/09/20 10:06:14.970, 100, 51, 326.05, 1740, 45651
1789869975.1082456,2026/09/20 10:06:15.172, 99, 54, 326.90, 1785, 45651
1789869975.308377,2026/09/20 10:06:15.332, 100, 60, 326.01, 1710, 45651
1789869975.5085409,2026/09/20 10:06:15.554, 100, 56, 330.89, 1785, 45651
1789869975.708616,2026/09/20 10:06:15.754, 100, 56, 334.43, 1770, 45651
1789869975.9087493,2026/09/20 10:06:15.955, 100, 57, 336.67, 1755, 45651
1789869976.1088812,2026/09/20 10:06:16.190, 100, 56, 341.62, 1815, 45651
1789869976.3090115,2026/09/20 10:06:16.371, 100, 56, 343.26, 1770, 45651
1789869976.5091,2026/09/20 10:06:16.553, 100, 57, 344.21, 1725, 45651
1789869976.7091734,2026/09/20 10:06:16.734, 100, 58, 344.52, 1710, 45651
1789869976.9093251,2026/09/20 10:06:16.952, 100, 56, 344.55, 1725, 45651
1789869977.1094034,2026/09/20 10:06:17.154, 100, 56, 344.60, 1710, 45651
1789869977.3094776,2026/09/20 10:06:17.390, 100, 56, 344.16, 1740, 45651
1789869977.5096185,2026/09/20 10:06:17.591, 100, 56, 344.12, 1755, 45651
1789869977.7096968,2026/09/20 10:06:17.755, 100, 51, 343.30, 1815, 45651
1789869977.9097764,2026/09/20 10:06:17.970, 0, 0, 311.70, 1950, 45651
1789869978.109913,2026/09/20 10:06:18.153, 0, 0, 275.35, 1950, 45651
1789869978.3100424,2026/09/20 10:06:18.371, 62, 1, 239.82, 1950, 45651
1789869978.5101788,2026/09/20 10:06:18.570, 98, 30, 222.33, 1695, 45651
1789869978.7103126,2026/09/20 10:06:18.754, 96, 49, 214.32, 1695, 45651
1789869978.9103909,2026/09/20 10:06:18.975, 96, 50, 225.16, 1740, 45651
1789869979.1105344,2026/09/20 10:06:19.175, 96, 49, 256.06, 1695, 45651
1789869979.3106682,2026/09/20 10:06:19.334, 96, 47, 271.22, 1710, 45651
1789869979.5108004,2026/09/20 10:06:19.535, 96, 11, 303.40, 1845, 45651
1789869979.7109432,2026/09/20 10:06:19.752, 100, 51, 311.90, 1845, 45651
1789869979.9110794,2026/09/20 10:06:19.935, 100, 49, 310.22, 1710, 45651
1789869980.1112201,2026/09/20 10:06:20.176, 100, 54, 313.38, 1740, 45651
1789869980.3113513,2026/09/20 10:06:20.395, 100, 51, 314.56, 1740, 45651
1789869980.5115073,2026/09/20 10:06:20.556, 100, 50, 326.93, 1710, 45651
1789869980.7116437,2026/09/20 10:06:20.758, 100, 57, 324.79, 1785, 45651
1789869980.9118054,2026/09/20 10:06:20.994, 100, 57, 327.37, 1785, 45651
1789869981.1119576,2026/09/20 10:06:21.195, 100, 56, 332.32, 1830, 45651
1789869981.3120878,2026/09/20 10:06:21.396, 100, 56, 334.62, 1800, 45651
1789869981.5122194,2026/09/20 10:06:21.559, 100, 58, 339.66, 1770, 45651
1789869981.712372,2026/09/20 10:06:21.755, 100, 56, 344.13, 1725, 45651
1789869981.9125032,2026/09/20 10:06:21.976, 100, 56, 346.38, 1755, 45651
1789869982.1125836,2026/09/20 10:06:22.138, 100, 58, 345.31, 1815, 45651
1789869982.3127155,2026/09/20 10:06:22.357, 100, 56, 345.07, 1695, 45651
1789869982.512854,2026/09/20 10:06:22.575, 100, 56, 344.50, 1755, 45651
1789869982.7129395,2026/09/20 10:06:22.779, 100, 57, 344.09, 1710, 45651
1789869982.9130769,2026/09/20 10:06:22.957, 100, 56, 343.76, 1800, 45651
1789869983.1132102,2026/09/20 10:06:23.176, 100, 56, 342.67, 1770, 45651
1789869983.3133004,2026/09/20 10:06:23.395, 99, 55, 341.69, 1830, 45651
1789869983.5133767,2026/09/20 10:06:23.556, 1, 0, 314.77, 1950, 45651
1789869983.7134526,2026/09/20 10:06:23.757, 0, 0, 278.24, 1950, 45651
1789869983.913545,2026/09/20 10:06:23.976, 8, 0, 242.45, 1950, 45651
1789869984.113685,2026/09/20 10:06:24.157, 98, 24, 218.36, 1830, 45651
1789869984.3137612,2026/09/20 10:06:24.374, 96, 48, 209.77, 1755, 45651
1789869984.5138955,2026/09/20 10:06:24.576, 96, 49, 214.81, 1710, 45651
1789869984.7139876,2026/09/20 10:06:24.776, 95, 47, 245.46, 1845, 45651
1789869984.914071,2026/09/20 10:06:24.957, 96, 48, 277.40, 1725, 45651
1789869985.1141617,2026/09/20 10:06:25.174, 95, 33, 299.88, 1695, 45651
1789869985.314251,2026/09/20 10:06:25.398, 100, 48, 310.58, 1815, 45651
1789869985.5143309,2026/09/20 10:06:25.602, 100, 52, 312.41, 1725, 45651
1789869985.714411,2026/09/20 10:06:25.739, 100, 55, 313.75, 1860, 45651
1789869985.914487,2026/09/20 10:06:25.956, 100, 50, 314.99, 1740, 45651
1789869986.114573,2026/09/20 10:06:26.176, 98, 54, 322.85, 1740, 45651
1789869986.3147116,2026/09/20 10:06:26.376, 100, 42, 324.39, 1770, 45651
1789869986.5148528,2026/09/20 10:06:26.574, 100, 61, 327.17, 1755, 45651
1789869986.7149951,2026/09/20 10:06:26.778, 100, 56, 328.53, 1725, 45651
1789869986.91514,2026/09/20 10:06:26.979, 100, 56, 333.39, 1695, 45651
1789869987.1152873,2026/09/20 10:06:27.162, 100, 57, 335.70, 1800, 45651
1789869987.3154466,2026/09/20 10:06:27.379, 100, 56, 339.61, 1830, 45651
1789869987.5155826,2026/09/20 10:06:27.599, 100, 56, 343.67, 1725, 45651
1789869987.7157276,2026/09/20 10:06:27.801, 100, 57, 344.34, 1800, 45651
1789869987.9158635,2026/09/20 10:06:27.984, 100, 56, 345.33, 1785, 45651
1789869988.1160014,2026/09/20 10:06:28.163, 100, 56, 345.78, 1740, 45651
1789869988.3160865,2026/09/20 10:06:28.381, 100, 57, 345.36, 1770, 45651
1789869988.516227,2026/09/20 10:06:28.561, 100, 56, 345.05, 1725, 45651
1789869988.716376,2026/09/20 10:06:28.761, 100, 56, 344.68, 1740, 45651
1789869988.916519,2026/09/20 10:06:28.979, 100, 58, 345.05, 1740, 45651
1789869989.1166613,2026/09/20 10:06:29.191, 42, 11, 329.52, 1950, 45651
1789869989.3167448,2026/09/20 10:06:29.380, 0, 0, 293.52, 1950, 45651
1789869989.5169015,2026/09/20 10:06:29.561, 0, 0, 256.79, 1950, 45651
1789869989.7170436,2026/09/20 10:06:29.779, 98, 8, 223.01, 1680, 45651
1789869989.9171753,2026/09/20 10:06:29.983, 98, 39, 214.91, 1860, 45651
1789869990.1173136,2026/09/20 10:06:30.143, 95, 47, 210.00, 1875, 45651
1789869990.3174531,2026/09/20 10:06:30.361, 96, 48, 236.18, 1845, 45651
1789869990.517591,2026/09/20 10:06:30.584, 96, 48, 267.81, 1725, 45651
1789869990.717671,2026/09/20 10:06:30.779, 96, 13, 288.71, 1950, 45651
1789869990.9177575,2026/09/20 10:06:30.999, 100, 50, 309.30, 1860, 45651
1789869991.1178362,2026/09/20 10:06:31.198, 100, 50, 309.68, 1740, 45651
1789869991.3179061,2026/09/20 10:06:31.379, 100, 53, 313.52, 1830, 45651
1789869991.5180447,2026/09/20 10:06:31.584, 99, 51, 314.17, 1740, 45651
1789869991.7181292,2026/09/20 10:06:31.780, 100, 52, 315.39, 1815, 45651
1789869991.9182627,2026/09/20 10:06:31.962, 100, 38, 320.88, 1890, 45651
1789869992.118408,2026/09/20 10:06:32.199, 100, 58, 325.39, 1815, 45651
1789869992.3184965,2026/09/20 10:06:32.344, 100, 56, 328.66, 1740, 45651
1789869992.5186357,2026/09/20 10:06:32.579, 100, 56, 332.42, 1770, 45651
1789869992.7187226,2026/09/20 10:06:32.784, 100, 56, 336.81, 1785, 45651
1789869992.918857,2026/09/20 10:06:32.982, 100, 57, 338.26, 1755, 45651
1789869993.1190019,2026/09/20 10:06:33.184, 100, 56, 342.46, 1740, 45651
1789869993.3191383,2026/09/20 10:06:33.368, 100, 57, 343.52, 1725, 45651
1789869993.5192788,2026/09/20 10:06:33.565, 100, 56, 343.17, 1695, 45651
1789869993.7194314,2026/09/20 10:06:33.787, 100, 56, 342.30, 1755, 45651
1789869993.9195917,2026/09/20 10:06:33.983, 100, 57, 342.70, 1710, 45651
1789869994.1197288,2026/09/20 10:06:34.184, 100, 56, 343.42, 1695, 45651
1789869994.319821,2026/09/20 10:06:34.365, 100, 56, 343.60, 1815, 45651
1789869994.519914,2026/09/20 10:06:34.603, 100, 57, 343.78, 1710, 45651
1789869994.720058,2026/09/20 10:06:34.809, 84, 33, 337.57, 1950, 45651
1789869994.920139,2026/09/20 10:06:34.965, 0, 0, 301.95, 1950, 45651
1789869995.1202664,2026/09/20 10:06:35.165, 0, 0, 265.41, 1950, 45651
1789869995.3204076,2026/09/20 10:06:35.368, 89, 3, 230.67, 1950, 45651
1789869995.5205479,2026/09/20 10:06:35.564, 98, 26, 214.17, 1875, 45651
1789869995.7206883,2026/09/20 10:06:35.766, 95, 48, 209.38, 1710, 45651
1789869995.9207695,2026/09/20 10:06:35.965, 96, 48, 228.74, 1830, 45651
1789869996.1208553,2026/09/20 10:06:36.188, 95, 48, 259.77, 1710, 45651
1789869996.3209941,2026/09/20 10:06:36.404, 98, 31, 286.26, 1950, 45651
1789869996.5211346,2026/09/20 10:06:36.587, 100, 51, 303.85, 1755, 45651
1789869996.72127,2026/09/20 10:06:36.787, 100, 49, 309.74, 1695, 45651
1789869996.9213536,2026/09/20 10:06:36.985, 100, 53, 313.91, 1845, 45651
1789869997.121435,2026/09/20 10:06:37.203, 100, 49, 314.93, 1830, 45651
1789869997.321568,2026/09/20 10:06:37.383, 100, 50, 314.63, 1785, 45651
1789869997.5217254,2026/09/20 10:06:37.603, 100, 52, 324.88, 1890, 45651
1789869997.7218132,2026/09/20 10:06:37.802, 100, 55, 325.37, 1860, 45651
1789869997.9218967,2026/09/20 10:06:37.983, 100, 56, 327.59, 1740, 45651
1789869998.12198,2026/09/20 10:06:38.187, 99, 56, 329.07, 1725, 45651
1789869998.3221142,2026/09/20 10:06:38.348, 100, 56, 334.58, 1785, 45651
1789869998.5222518,2026/09/20 10:06:38.603, 100, 57, 336.73, 1725, 45651
1789869998.7224014,2026/09/20 10:06:38.784, 100, 56, 343.31, 1815, 45651
1789869998.9225466,2026/09/20 10:06:38.982, 100, 56, 344.64, 1815, 45651
1789869999.1226816,2026/09/20 10:06:39.183, 100, 57, 345.76, 1800, 45651
1789869999.3228228,2026/09/20 10:06:39.383, 100, 57, 346.01, 1785, 45651
1789869999.5229745,2026/09/20 10:06:39.588, 100, 56, 345.78, 1785, 45651
1789869999.7231145,2026/09/20 10:06:39.792, 100, 57, 345.52, 1770, 45651
1789869999.923255,2026/09/20 10:06:39.991, 100, 56, 344.95, 1755, 45651
1789870000.123403,2026/09/20 10:06:40.170, 100, 56, 344.24, 1740, 45651
1789870000.3235717,2026/09/20 10:06:40.369, 99, 52, 342.23, 1845, 45651
1789870000.52366,2026/09/20 10:06:40.572, 0, 0, 310.01, 1950, 45651
1789870000.7237942,2026/09/20 10:06:40.812, 0, 0, 273.72, 1950, 45651
1789870000.9239378,2026/09/20 10:06:40.989, 59, 1, 237.53, 1950, 45651
1789870001.1240854,2026/09/20 10:06:41.206, 97, 31, 218.29, 1890, 45651
1789870001.3242242,2026/09/20 10:06:41.368, 95, 48, 213.18, 1770, 45651
1789870001.5243633,2026/09/20 10:06:41.568, 96, 48, 224.37, 1710, 45651
1789870001.7245026,2026/09/20 10:06:41.808, 96, 48, 255.43, 1860, 45651
1789870001.9246395,2026/09/20 10:06:42.007, 96, 46, 285.65, 1935, 45651
1789870002.1247895,2026/09/20 10:06:42.168, 97, 54, 304.51, 1725, 45651
1789870002.3249364,2026/09/20 10:06:42.408, 100, 49, 309.82, 1830, 45651
1789870002.525089,2026/09/20 10:06:42.606, 100, 51, 310.40, 1710, 45651
1789870002.7252655,2026/09/20 10:06:42.787, 100, 51, 312.36, 1800, 45651
1789870002.9253569,2026/09/20 10:06:42.988, 100, 49, 312.88, 1710, 45651
1789870003.1255019,2026/09/20 10:06:43.168, 100, 52, 327.85, 1770, 45651
1789870003.325608,2026/09/20 10:06:43.409, 100, 60, 324.10, 1800, 45651
1789870003.5256941,2026/09/20 10:06:43.606, 100, 54, 327.64, 1755, 45651
1789870003.725781,2026/09/20 10:06:43.788, 100, 56, 329.54, 1800, 45651
1789870003.925862,2026/09/20 10:06:43.970, 100, 56, 334.02, 1755, 45651
1789870004.1259446,2026/09/20 10:06:44.207, 100, 57, 338.39, 1815, 45651
1789870004.3260314,2026/09/20 10:06:44.390, 100, 56, 344.64, 1785, 45651
1789870004.5261135,2026/09/20 10:06:44.570, 100, 56, 345.83, 1740, 45651
1789870004.726261,2026/09/20 10:06:44.806, 100, 57, 344.22, 1770, 45651
1789870004.9264026,2026/09/20 10:06:44.969, 100, 56, 344.04, 1710, 45651
1789870005.1264985,2026/09/20 10:06:45.191, 100, 56, 343.23, 1755, 45651
1789870005.3266408,2026/09/20 10:06:45.369, 100, 57, 342.51, 1710, 45651
1789870005.5267713,2026/09/20 10:06:45.608, 100, 56, 341.92, 1725, 45651
1789870005.7268536,2026/09/20 10:06:45.753, 100, 56, 342.85, 1815, 45651
1789870005.9269414,2026/09/20 10:06:45.973, 100, 56, 343.24, 1815, 45651
1789870006.127033,2026/09/20 10:06:46.196, 1, 0, 317.77, 1905, 45651
1789870006.32717,2026/09/20 10:06:46.395, 0, 0, 281.40, 1905, 45651
1789870006.5273342,2026/09/20 10:06:46.612, 21, 0, 243.72, 1905, 45651
1789870006.7274158,2026/09/20 10:06:46.771, 97, 23, 217.40, 1950, 45651
1789870006.9275541,2026/09/20 10:06:46.991, 96, 46, 207.06, 1800, 45651
1789870007.1276398,2026/09/20 10:06:47.192, 96, 49, 211.03, 1725, 45651
1789870007.3277802,2026/09/20 10:06:47.396, 96, 49, 243.21, 1785, 45651
1789870007.5279782,2026/09/20 10:06:47.616, 96, 48, 276.00, 1920, 45651
1789870007.7280626,2026/09/20 10:06:47.812, 98, 33, 298.03, 1830, 45651
1789870007.9282064,2026/09/20 10:06:47.995, 100, 55, 311.95, 1755, 45651
1789870008.1283,2026/09/20 10:06:48.191, 100, 49, 310.64, 1815, 45651
1789870008.3284457,2026/09/20 10:06:48.373, 100, 51, 311.04, 1815, 45651
1789870008.5285892,2026/09/20 10:06:48.573, 100, 51, 312.99, 1800, 45651
1789870008.7287347,2026/09/20 10:06:48.773, 100, 49, 319.99, 1710, 45651
1789870008.9288774,2026/09/20 10:06:49.005, 100, 53, 323.72, 1695, 45651
1789870009.1290228,2026/09/20 10:06:49.192, 100, 59, 326.26, 1770, 45651
1789870009.329104,2026/09/20 10:06:49.390, 100, 56, 330.67, 1770, 45651
1789870009.5292594,2026/09/20 10:06:49.610, 100, 56, 332.54, 1785, 45651
1789870009.7294006,2026/09/20 10:06:49.812, 100, 57, 336.31, 1770, 45651
1789870009.9294884,2026/09/20 10:06:49.995, 100, 56, 340.25, 1740, 45651
1789870010.1295807,2026/09/20 10:06:50.176, 100, 56, 343.70, 1710, 45651
1789870010.3296943,2026/09/20 10:06:50.390, 100, 57, 343.13, 1740, 45651
1789870010.5298374,2026/09/20 10:06:50.574, 100, 56, 343.67, 1815, 45651
1789870010.7299778,2026/09/20 10:06:50.756, 100, 56, 343.74, 1785, 45651
1789870010.9301202,2026/09/20 10:06:50.991, 100, 58, 344.07, 1800, 45651
1789870011.1302662,2026/09/20 10:06:51.176, 100, 56, 344.82, 1800, 45651
1789870011.3304005,2026/09/20 10:06:51.373, 100, 56, 345.53, 1770, 45651
